Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,DATEofReport,REP_DATE,date_occ,hour_occ,dow,date_fnd,hour_fnd,dow,DayCount,HRCount,Hrcalc,Hrcalcw,TimeCode,FID,X,Y,,,Donxees,Donyees,
5185 PONCE DE LEON BLVD,,08007283,1,SCB,SIMPLE ASSAULT / THREATS,07U,09/ 3/08,09/03/08,08/09/03,09/03/08,0215,WE,09/03/08,02:15 a12/p12,WE,0,05:00,5,T24,T24,#N/A,#N/A,#N/A,,,,,
1529 ALBENGA AV,206,08007369,1,SCB,SIMPLE ASSAULT / THREATS,07U,09/ 4/08,09/04/08,08/09/04,09/04/08,0250,TH,09/04/08,02:50 a12/p12,TH,0,0.017361,0,CALC,T2,#N/A,#N/A,#N/A,,,,,
1300 STANFORD DR,BLK,08008952,1,SCB,SIMPLE ASSAULT / THREATS,07U,10/23/08,10/23/08,08/10/23,10/23/08,1240,TH,10/23/08,12:40 a12/p12,TH,0,0.031262,0,CALC,T7,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,413,08008957,1,SCB,SIMPLE ASSAULT / THREATS,07U,10/23/08,10/23/08,08/10/23,10/13/08,1630,MO,10/13/08,16:30 a12/p12,MO,0,00:00,0,CALC,T9,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,762,08009557,1,SCB,SIMPLE ASSAULT / THREATS,07U,11/11/08,11/11/08,08/11/11,11/10/08,2200,MO,11/10/08,22:00 a12/p12,MO,0,0.000694,0,CALC,T12,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,,08010218,1,SCB,SIMPLE ASSAULT / THREATS,07U,12/ 1/08,12/01/08,08/12/01,12/01/08,2220,MO,12/01/08,22:20 a12/p12,MO,0,0.020833,0,CALC,T12,#N/A,#N/A,#N/A,,,,,
1244 STANFORD DR,,09001368,1,SCB,SIMPLE ASSAULT / THREATS,07U,02/19/09,02/19/09,09/02/19,02/19/09,0959,TH,02/19/09,09:59 a12/p12,TH,0,0.000012,0,CALC,T5,45,895022.70700000005,504471.212,,,,,
1215 THEO DICKINSON DR,,09001582,1,SCB,SIMPLE ASSAULT / THREATS,07U,02/27/09,02/27/09,09/02/27,02/27/09,1230,FR,02/27/09,12:30 a12/p12,FR,0,0.04515,1,CALC,T7,#N/A,#N/A,#N/A,,,,,
1575 LIGURIA AV,4204C,09004047,1,SCB,SIMPLE ASSAULT / THREATS,07U,05/20/09,05/20/09,09/05/20,05/20/09,0005,WE,05/20/09,00:05 a12/p12,WE,0,0.007639,0,CALC,T1,105,891500.13199999998,502206.99300000002,,,,,
1252 MEMORIAL DR,521,09005090,1,SCB,SIMPLE ASSAULT / THREATS,07U,06/26/09,06/26/09,09/06/26,06/25/09,1600,TH,06/25/09,16:00 a12/p12,TH,0,0.000706,0,CALC,T8,17,893876.15800000005,505263.125,,,,,
1301 MEMORIAL DR,,09005709,1,SCB,SIMPLE ASSAULT / THREATS,07U,07/21/09,07/21/09,09/07/21,07/17/09,1002,FR,07/21/09,10:02 a12/p12,TU,4,[$-409]21:44 a01/p01,21,U,U,7,893366.68200000003,505369.12400000001,,,,,
1100 STANFORD DR,,09006796,2,SCB,SIMPLE ASSAULT / THREATS,07U,08/28/09,08/28/09,09/08/28,08/28/09,1950,FR,08/28/09,19:50 a12/p12,FR,0,0.003472,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1550 BRESCIA AV,,09007770,1,SCB,SIMPLE ASSAULT / THREATS,07U,09/29/09,09/29/09,09/09/29,09/29/09,0600,TU,09/29/09,06:00 a12/p12,TU,0,06:59,7,T24,T24,97,891684.67799999996,501443.87400000001,,,,,
1244 STANFORD DR,,09007972,1,SCB,SIMPLE ASSAULT / THREATS,07U,10/ 6/09,10/06/09,09/10/06,10/05/09,1900,MO,10/05/09,19:00 a12/p12,MO,0,00:00,0,CALC,T10,45,895022.70700000005,504471.212,,,,,
1231 THEO DICKINSON DR,,09008771,1,SCB,SIMPLE ASSAULT / THREATS,07U,11/ 1/09,11/01/09,09/11/01,11/01/09,1830,SU,11/01/09,18:30 a12/p12,SU,0,0.000694,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,10001614,,SCB,SIMPLE ASSAULT / THREATS,07U,02/25/10,02/25/10,10/02/25,02/24/10,0657,WE,02/24/10,06:57 a12/p12,WE,0,10:48,10,T24,T24,#N/A,#N/A,#N/A,,,,,
1540 CORNICHE AV,105A,10002773,1,SCB,SIMPLE ASSAULT / THREATS,07U,04/ 4/10,04/04/10,10/04/04,04/04/10,2120,SU,04/04/10,21:20 a12/p12,SU,0,00:00,0,CALC,T11,381,891583.15800000005,502523.60399999999,,,,,
1540 CORNICHE AV,105A,10002773,,SCB,SIMPLE ASSAULT / THREATS,07U,04/ 4/10,04/04/10,10/04/04,04/04/10,2120,SU,04/04/10,21:20 a12/p12,SU,0,00:00,0,CALC,T11,108,891547.33,502483.14199999999,,,,,
1231 THEO DICKINSON DR,,10002924,,SCB,SIMPLE ASSAULT / THREATS,07U,04/ 9/10,04/09/10,10/04/09,04/07/10,1200,WE,04/07/10,12:00 a12/p12,WE,0,03:59,4,T24,T24,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,10003186,,SCB,SIMPLE ASSAULT / THREATS,07U,04/19/10,04/19/10,10/04/19,04/19/10,0002,MO,04/19/10,00:02 a12/p12,MO,0,0.031944,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5202 UNIVERSITY DR,,10006799,1,SCB,SIMPLE ASSAULT / THREATS,07U,09/ 3/10,09/03/10,10/09/03,09/02/10,1625,TH,09/02/10,16:25 a12/p12,TH,0,00:00,0,CALC,T9,27,894455.40899999999,504947.43699999998,,,,,
5821 SAN AMARO DR,,10007067,1,SCB,SIMPLE ASSAULT / THREATS,07U,09/13/10,09/13/10,10/09/13,09/10/10,1842,FR,09/11/10,18:42 a12/p12,SA,1,23:17,23,T24,T24,82,892358.66299999994,502658.90399999998,,,,,
1535 LEVANTE AV,,10007504,1,SCB,SIMPLE ASSAULT / THREATS,07U,09/29/10,09/29/10,10/09/29,09/29/10,1200,WE,09/29/10,12:00 a12/p12,WE,0,02:49,2,CALC,T7,94,891627.89,501154.33500000002,,,,,
1301 MEMORIAL DR,,11002014,1,SCB,SIMPLE ASSAULT / THREATS,07U,,03/17/2011,11/03/17,[$-409]09:00 a03/p03,[$-409]09:00 a03/p03,TH,03/17/2011,[$-409]09:00 a03/p03,TH,0,0.000012,0,CALC,T5,2,893382.26100000006,505799.98,,,,,
1245 DAUER DR,,11004417,2,SCB,SIMPLE ASSAULT / THREATS,07U,,06/ 7/2011,11/06/07,[$-409]16:15 a06/p06,[$-409]16:15 a06/p06,TU,06/ 7/2011,[$-409]16:15 a06/p06,TU,0,0.000069,0,CALC,T9,#N/A,#N/A,#N/A,,,,,
1585 ALBENGA AV,212,11007211,1,SCB,SIMPLE ASSAULT / THREATS,07U,,09/19/2011,11/09/19,[$-409]21:20 a09/p09,[$-409]21:20 a09/p09,MO,09/19/2011,[$-409]22:40 a09/p09,MO,0,0.055556,1,CALC,T12,107,891478.31499999994,502478.739,,,,,
1311 MILLER DR,A312B,11008805,1,SCB,SIMPLE ASSAULT / THREATS,07U,,11/10/2011,11/11/10,[$-409]14:20 a11/p11,[$-409]14:20 a11/p11,WE,11/ 9/2011,[$-409]14:20 a11/p11,WE,0,00:00,0,CALC,T8,#N/A,#N/A,#N/A,,,,,
5500 SAN AMARO DR,,12007235,1,SCB,SIMPLE ASSAULT / THREATS,07U,,09/17/2012,12/09/17,[$-409]21:30 a09/p09,[$-409]21:30 a09/p09,MO,09/17/2012,[$-409]21:40 a09/p09,MO,0,0.006944,0,CALC,T11,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,,13000743,1,SCB,SIMPLE ASSAULT / THREATS,07U,,01/29/13,,01/29/13,0020,TU,01/29/13,1600,TU,0,15:39,15,T24,T24,#N/A,#N/A,#N/A,,,,,
5202 UNIVERSITY DR,104,13002992,1,SCB,SIMPLE ASSAULT / THREATS,07U,,04/18/13,,04/18/13,1630,TH,04/18/13,1631,TH,0,0.000706,0,CALC,T1,27,894455.40899999999,504947.43699999998,,,,,
5600 MERRICK DR,,13007311,1,SCB,SIMPLE ASSAULT / THREATS,07U,,10/01/13,,10/01/13,1347,TU,10/01/13,1347,TU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,13007405,1,SCB,SIMPLE ASSAULT / THREATS,07U,,10/05/13,,10/04/13,2200,FR,10/05/13,0600,SA,1,08:00,8,T24,T24,#N/A,#N/A,#N/A,,,,,
5250 UNIVERSITY DR,,07000711,1,SCA,SIMPLE BATTERY,07U,"01/26/2007""  ""05:23:15 a01/p01",01/26/07,07/01/26 ,"01/25/2007""  ""16:45:00 a01/p01",1645,TH,"01/25/2007""  ""16:45:00 a01/p01",16:45,TH,0,00:00,0,CALC,T9,#N/A,#N/A,#N/A,,,,,
11OO STANFORD DR,BLK,07000875,1,SCA,SIMPLE BATTERY,07U,"01/30/2007""  ""18:23:10 a01/p01",01/30/07,07/01/30 ,"01/30/2007""  ""18:15:00 a01/p01",1815,TU,"01/30/2007""  ""18:23:00 a01/p01",18:15,TU,0,0.005556,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,,07001039,2,SCA,SIMPLE BATTERY,07U,"02/ 5/2007""  ""03:46:00 a02/p02",02/05/07,07/02/05 ,"02/ 5/2007""  ""00:57:00 a02/p02",0057,MO,"02/ 5/2007""  ""01:03:00 a02/p02",0.039583,MO,0,0.004167,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
6201 SAN AMARO DR,,07002123,1,SCA,SIMPLE BATTERY,07U,"03/ 8/2007""  ""01:39:12 a03/p03",03/08/07,07/03/08 ,"03/ 8/2007""  ""01:23:00 a03/p03",0123,TH,"03/ 8/2007""  ""01:24:00 a03/p03",0.057639,TH,0,0.000694,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1244 STANFORD DR,,07004004,1,SCA,SIMPLE BATTERY,07U,"05/ 1/2007""  ""19:32:25 a05/p05",05/01/07,07/05/01 ,"05/ 1/2007""  ""19:01:00 a05/p05",1901,TU,"05/ 1/2007""  ""19:01:00 a05/p05",19:01,TU,0,00:00,0,CALC,T10,45,895022.70700000005,504471.212,,,,,
1231 THEO DICKINSON DR,,07004032,1,SCA,SIMPLE BATTERY,07U,"05/ 2/2007""  ""10:57:56 a05/p05",05/02/07,07/05/02 ,"08/ 1/2005""  ""00:00:00 a08/p08",0000,MO,"04/30/2007""  ""00:00:00 a04/p04",00:00,MO,629,[$-409]00:00 a09/p09,0,U,U,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,326,07005107,1,SCA,SIMPLE BATTERY,07U,"06/ 5/2007""  ""13:25:00 a06/p06",06/05/07,07/06/05 ,"06/ 2/2007""  ""08:00:00 a06/p06",0800,SA,"06/ 2/2007""  ""08:00:00 a06/p06",08:00,SA,0,00:00,0,CALC,T5,#N/A,#N/A,#N/A,,,,,
1306 STANFORD DR,,07005712,1,SCA,SIMPLE BATTERY,07U,"06/27/2007""  ""10:58:00 a06/p06",06/27/07,07/06/27 ,"06/25/2007""  ""23:25:00 a06/p06",2325,MO,"06/25/2007""  ""23:25:00 a06/p06",23:25,MO,0,00:00,0,CALC,T12,31,893821.40300000005,504487.02600000001,,,,,
1570 LIGURIA AV,402,07005829,1,SCA,SIMPLE BATTERY,07U,"06/30/2007""  ""23:20:27 a06/p06",06/30/07,07/06/30 ,"06/30/2007""  ""22:00:00 a06/p06",2200,SA,"06/30/2007""  ""22:07:00 a06/p06",22:00,SA,0,0.004861,0,CALC,T12,104,891512.72,501942.45299999998,,,,,
1570 LIGURIA AV,209,07006178,1,SCA,SIMPLE BATTERY,07U,"07/13/2007""  ""00:25:00 a07/p07",07/13/07,07/07/13 ,"07/11/2007""  ""17:30:00 a07/p07",1730,WE,"07/12/2007""  ""22:30:00 a07/p07",17:30,TH,1,[$-409]05:00 a12/p12,5,T24,T24,104,891512.72,501942.45299999998,,,,,
1241 THEO DICKINSON DR,,07006544,1,SCA,SIMPLE BATTERY,07U,"07/25/2007""  ""19:48:30 a07/p07",07/25/07,07/07/25 ,"07/25/2007""  ""18:10:00 a07/p07",1810,WE,"07/25/2007""  ""18:10:00 a07/p07",18:10,WE,0,00:00,0,CALC,T10,81,892858.31700000004,503002.52299999999,,,,,
1245 DAUER DR,,07008487,1,SCA,SIMPLE BATTERY,07U,"09/22/2007""  ""16:28:11 a09/p09",09/22/07,07/09/22 ,"09/22/2007""  ""02:45:00 a09/p09",0245,SA,"09/22/2007""  ""02:50:00 a09/p09",02:45,SA,0,0.003472,0,CALC,T2,65,893424.071,502854.73300000001,,,,,
1245 DAUER DR,,07009012,1,SCA,SIMPLE BATTERY,07U,[$-409]10/ 6/07 19:30 a10/p10,10/06/07,07/10/06 ,[$-409]10/ 6/07 18:05 a10/p10,1805,SA,[$-409]10/ 6/07 18:10 a10/p10,18:05,SA,0,0.003889,0,CALC,T10,65,893424.071,502854.73300000001,,,,,
5400 PONCE DE LEON BLVD,,07009332,1,SCA,SIMPLE BATTERY,07U,[$-409]10/16/07 10:30 a10/p10,10/16/07,07/10/16 ,[$-409]10/15/07 06:45 a10/p10,0645,MO,[$-409]10/15/07 06:45 a10/p10,06:45,MO,0,00:00,0,CALC,T4,#N/A,#N/A,#N/A,,,,,
5800 SAN AMARO DR,,07010529,1,SCA,SIMPLE BATTERY,07U,[$-409]11/18/07 00:46 a11/p11,11/18/07,07/11/18 ,[$-409]11/18/07 00:35 a11/p11,0035,SU,[$-409]11/18/07 00:40 a11/p11,0.024306,SU,0,0.003472,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1244 STANFORD DR,,07010621,1,SCA,SIMPLE BATTERY,07U,[$-409]11/20/07 18:58 a11/p11,11/20/07,07/11/20 ,[$-409]11/18/07 18:30 a11/p11,1830,SU,[$-409]11/18/07 18:40 a11/p11,18:30,SU,0,0.006944,0,CALC,T10,45,895022.70700000005,504471.212,,,,,
1365 MEMORIAL DR,,07011254,1,SCA,SIMPLE BATTERY,07U,[$-409]12/10/07 18:30 a12/p12,12/10/07,07/12/10 ,[$-409]12/10/07 18:15 a12/p12,1815,MO,[$-409]12/10/07 18:20 a12/p12,18:15,MO,0,0.003484,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1365 MEMORIAL DR,,07011254,2,ZOE,SIMPLE BATTERY,07U,[$-409]12/10/07 18:30 a12/p12,12/10/07,07/12/10 ,[$-409]12/10/07 18:15 a12/p12,1815,MO,[$-409]12/10/07 18:20 a12/p12,18:15,MO,0,0.003484,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1241 THEO DICKINSON DR,,07011739,1,SCA,SIMPLE BATTERY,07U,[$-409]12/27/07 17:40 a12/p12,12/27/07,07/12/27 ,[$-409]12/27/07 17:30 a12/p12,1730,TH,[$-409]12/27/07 17:35 a12/p12,17:30,TH,0,0.003472,0,CALC,T9,81,892858.31700000004,503002.52299999999,,,,,
1300 MEMORIAL DR,,08000697,2,SCA,SIMPLE BATTERY,07U,[$-409]01/25/08 23:35 a01/p01,01/25/08,08/01/25 ,[$-409]01/25/08 19:20 a01/p01,1920,FR,[$-409]01/25/08 19:23 a01/p01,19:20,FR,0,0.002083,0,CALC,T10,16,893634.74199999997,505003.36800000002,,,,,
5300 CARILLO ST,,08000957,1,SCA,SIMPLE BATTERY,07U,[$-409]02/ 2/08 19:34 a02/p02,02/02/08,08/02/02 ,[$-409]02/ 2/08 19:15 a02/p02,1915,SA,[$-409]02/ 2/08 19:30 a02/p02,19:15,SA,0,0.010417,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1216 THEO DICKINSON DR,36 U,08001714,1,SCA,SIMPLE BATTERY,07U,02/25/08,02/25/08,08/02/25,02/22/08,0200,FR,02/22/08,0.083333,FR,0,00:00,0,CALC,T2,62,893730.56900000002,503420.55200000003,,,,,
1231 THEO DICKINSON DR,PT 617,08001782,2,DIA,SIMPLE BATTERY,07U,02/27/08,02/27/08,08/02/27,02/27/08,1830,WE,02/27/08,18:30,WE,0,03:29,3,CALC,T10,#N/A,#N/A,#N/A,,,,,
1231 THEO DICKINSON DR,PT 617,08001782,1,SCA,SIMPLE BATTERY,07U,02/27/08,02/27/08,08/02/27,02/27/08,1830,WE,02/27/08,18:30,WE,0,03:29,3,CALC,T10,#N/A,#N/A,#N/A,,,,,
 THEO DICKINSON DR,518,08003067,1,SCA,SIMPLE BATTERY,07U,04/ 8/08,04/08/08,08/04/08,04/ 8/08,2030,TU,04/08/08,20:30,TU,0,0.020833,0,CALC,T11,#N/A,#N/A,#N/A,,,,,
1231 THEO DICKINSON DR,,08003267,1,SCA,SIMPLE BATTERY,07U,04/14/08,04/14/08,08/04/14,04/14/08,2050,MO,04/14/08,20:50,MO,0,0.006944,0,CALC,T11,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,,08003437,1,SCA,SIMPLE BATTERY,07U,04/18/08,04/18/08,08/04/18,04/18/08,2325,FR,04/18/08,23:25,FR,0,0.000694,0,CALC,T12,#N/A,#N/A,#N/A,,,,,
1241 THEO DICKINSON DR,,08003546,1,SCA,SIMPLE BATTERY,07U,04/21/08,04/21/08,08/04/21,04/21/08,2212,MO,04/21/08,22:12,MO,0,0.003472,0,CALC,T12,81,892858.31700000004,503002.52299999999,,,,,
1231 THEO DICKINSON DR,PT 405,08007221,2,SCA,SIMPLE BATTERY,07U,09/ 1/08,09/01/08,08/09/01,09/01/08,0530,MO,09/01/08,05:30 a12/p12,MO,0,0.003472,0,CALC,T3,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,,08007229,1,SCA,SIMPLE BATTERY,07U,09/ 1/08,09/01/08,08/09/01,09/01/08,1559,MO,09/01/08,15:59 a12/p12,MO,0,0.000694,0,CALC,T8,#N/A,#N/A,#N/A,,,,,
1550 BRESCIA AV,,08008985,1,SCA,SIMPLE BATTERY,07U,10/24/08,10/24/08,08/10/24,10/24/08,0640,FR,10/24/08,06:40 a12/p12,FR,0,0.027778,0,CALC,T4,97,891684.67799999996,501443.87400000001,,,,,
1211 THEO DICKINSON DR,,08009021,1,SCA,SIMPLE BATTERY,07U,10/25/08,10/25/08,08/10/25,10/25/08,0126,SA,10/25/08,01:26 a12/p12,SA,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5500 SAN AMARO DR,BLK,08009263,1,SCA,SIMPLE BATTERY,07U,11/ 2/08,11/02/08,08/11/02,11/01/08,1029,SA,11/01/08,10:29 a12/p12,SA,0,00:00,0,CALC,T6,#N/A,#N/A,#N/A,,,,,
1531 LIGURIA AVE,,08009949,1,SCA,SIMPLE BATTERY,07U,11/22/08,11/22/08,08/11/22,11/22/08,0110,SA,11/22/08,01:10 a12/p12,SA,0,0.003472,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1245 DAUER DR,,09000297,1,SCA,SIMPLE BATTERY,07U,01/13/09,01/13/09,09/01/13,01/13/09,0743,TU,01/13/09,07:43 a12/p12,TU,0,00:00,0,CALC,T4,65,893424.071,502854.73300000001,,,,,
5185 PONCE DE LEON BLVD,511,09001151,2,SCA,SIMPLE BATTERY,07U,02/11/09,02/11/09,09/02/11,02/11/09,1330,WE,02/11/09,13:30 a12/p12,WE,0,00:00,0,CALC,T7,#N/A,#N/A,#N/A,,,,,
1239 THEO DICKINSON DR,WT208,09001545,1,SCA,SIMPLE BATTERY,07U,02/26/09,02/26/09,09/02/26,02/22/09,1800,SU,02/26/09,18:00 a12/p12,TH,4,[$-409]18:44 a01/p01,18,U,U,#N/A,#N/A,#N/A,,,,,
1231 THEO DICKINSON DR,,09001992,1,SCA,SIMPLE BATTERY,07U,03/13/09,03/13/09,09/03/13,03/13/09,0350,FR,03/13/09,03:50 a12/p12,FR,0,0.003472,0,CALC,T2,#N/A,#N/A,#N/A,,,,,
5800 SAN AMARO DR,BLK,09002510,1,SCA,SIMPLE BATTERY,07U,03/31/09,03/31/09,09/03/31,03/31/09,1830,TU,03/31/09,18:30 a12/p12,TU,0,0.003472,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
5500 SAN AMARO DR,BLK,09002513,1,SCA,SIMPLE BATTERY,07U,03/31/09,03/31/09,09/03/31,03/31/09,2000,TU,03/31/09,20:00 a12/p12,TU,0,0.000694,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1306 STANFORD DR,,09003021,1,SCA,SIMPLE BATTERY,07U,04/17/09,04/17/09,09/04/17,04/17/09,2250,FR,04/17/09,22:50 a12/p12,FR,0,00:00,0,CALC,T12,31,893821.40300000005,504487.02600000001,,,,,
1101 STANFORD DR,736,09003272,1,SCA,SIMPLE BATTERY,07U,04/26/09,04/26/09,09/04/26,04/26/09,0025,SU,04/26/09,00:25 a12/p12,SU,0,0.003472,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,,09003319,1,SCA,SIMPLE BATTERY,07U,04/27/09,04/27/09,09/04/27,04/27/09,2300,MO,04/27/09,23:00 a12/p12,MO,0,0.000694,0,CALC,T12,#N/A,#N/A,#N/A,,,,,
5225 PONCE DE LEON BLVD,,09003307,1,SCA,SIMPLE BATTERY,07U,04/28/09,04/28/09,09/04/28,04/27/09,1739,MO,04/27/09,17:39 a12/p12,MO,0,0.001389,0,CALC,T9,53,894801.88399999996,503471.82400000002,,,,,
1531 LIGURIA AV,N,09003506,1,SCA,SIMPLE BATTERY,07U,05/ 3/09,05/03/09,09/05/03,05/03/09,2145,SU,05/03/09,21:45 a12/p12,SU,0,0.000694,0,CALC,T11,#N/A,#N/A,#N/A,,,,,
1251 MEMORIAL DR,,09003577,1,SCA,SIMPLE BATTERY,07U,05/ 5/09,05/05/09,09/05/05,05/05/09,1925,TU,05/05/09,19:25 a12/p12,TU,0,0.001389,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,09003798,1,SCA,SIMPLE BATTERY,07U,05/12/09,05/12/09,09/05/12,05/12/09,1440,TU,05/12/09,14:40 a12/p12,TU,0,0.000694,0,CALC,T8,#N/A,#N/A,#N/A,,,,,
1560 LIGURIA AV,403,09005283,1,SCA,SIMPLE BATTERY,07U,07/ 4/09,07/04/09,09/07/04,07/04/09,0400,SA,07/04/09,04:00 a12/p12,SA,0,00:00,0,CALC,T3,103,891566.97100000002,501944.41700000002,,,,,
1100 STANFORD DR,,09006796,1,SCA,SIMPLE BATTERY,07U,08/28/09,08/28/09,09/08/28,08/28/09,1950,FR,08/28/09,19:50 a12/p12,FR,0,0.003472,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1241 THEO DICKINSON DR,,09007174,1,SCA,SIMPLE BATTERY,07U,09/ 9/09,09/09/09,09/09/09,09/09/09,1915,WE,09/09/09,19:15 a12/p12,WE,0,0.01875,0,CALC,T10,81,892858.31700000004,503002.52299999999,,,,,
1239 THEO DICKINSON DR,,09007243,1,SCA,SIMPLE BATTERY,07U,09/12/09,09/12/09,09/09/12,09/12/09,0229,SA,09/12/09,02:29 a12/p12,SA,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,,,
1200 THEO DICKINSON DR,BLK,09007474,1,SCA,SIMPLE BATTERY,07U,09/20/09,09/20/09,09/09/20,09/20/09,0220,SU,09/20/09,02:20 a12/p12,SU,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,,,
5030 BRUNSON DR,,09008279,1,SCA,SIMPLE BATTERY,07U,10/15/09,10/15/09,09/10/15,10/14/09,1655,WE,10/14/09,16:55 a12/p12,WE,0,0.000012,0,CALC,T9,19,894255.06599999999,505594.31900000002,,,,,
5030 BRUNSON DR,,09008279,1,SCA,SIMPLE BATTERY,07U,10/15/09,10/15/09,09/10/15,10/14/09,1655,WE,10/14/09,16:55 a12/p12,WE,0,0.000012,0,CALC,T9,19,894255.06599999999,505594.31900000002,,,,,
1245 DAUER DR,,09008863,1,SCA,SIMPLE BATTERY,07U,11/ 4/09,11/04/09,09/11/04,11/04/09,1905,WE,11/04/09,19:05 a12/p12,WE,0,00:00,0,CALC,T10,65,893424.071,502854.73300000001,,,,,
5501 SAN AMARO DR,,09009036,1,SCA,SIMPLE BATTERY,07U,11/10/09,11/10/09,09/11/10,11/10/09,1950,TU,11/10/09,19:50 a12/p12,TU,0,0.003472,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1241 THEO DICKINSON DR,,09009142,1,SCA,SIMPLE BATTERY,07U,11/13/09,11/13/09,09/11/13,11/13/09,1610,FR,11/13/09,16:10 a12/p12,FR,0,0.002778,0,CALC,T9,81,892858.31700000004,503002.52299999999,,,,,
5300 CARILLO ST,BLK,10000742,1,SCA,SIMPLE BATTERY,07U,01/28/10,01/28/10,10/01/28,01/28/10,1125,TH,01/28/10,11:25 a12/p12,TH,0,0.006944,0,CALC,T6,739,895279.88800000004,504900.38799999998,,,,,
5600 SAN AMARO DR,BLK,10001636,,SCA,SIMPLE BATTERY,07U,02/26/10,02/26/10,10/02/26,02/26/10,0138,FR,02/26/10,01:38 a12/p12,FR,0,0.004861,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,648,10003229,1,SCA,SIMPLE BATTERY,07U,04/20/10,04/20/10,10/04/20,04/20/10,0205,TU,04/20/10,02:05 a12/p12,TU,0,00:00,0,CALC,T2,130,895341.32,504085.989,,,,,
5185 PONCE DE LEON BLVD,648,10003229,,SCA,SIMPLE BATTERY,07U,04/20/10,04/20/10,10/04/20,04/20/10,0205,TU,04/20/10,02:05 a12/p12,TU,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,,,
5500 SAN AMARO DR,BLK,10006503,1,SCA,SIMPLE BATTERY,07U,08/23/10,08/23/10,10/08/23,08/23/10,2150,MO,08/23/10,21:50 a12/p12,MO,0,0.006944,0,CALC,T11,174,892952.28899999999,504257.32699999999,,,,,
5185 PONCE DE LEON BLVD,,10006918,1,SCA,SIMPLE BATTERY,07U,09/ 7/10,09/07/10,10/09/07,09/07/10,1705,TU,09/07/10,17:05 a12/p12,TU,0,0.006944,0,CALC,T9,128,895168.85600000003,504274.32299999997,,,,,
5900 SAN AMARO DR,,11001394,1,SCA,SIMPLE BATTERY,07U,,02/22/2011,11/02/22,[$-409]00:01 a02/p02,[$-409]00:01 a02/p02,SA,02/19/2011,[$-409]00:30 a02/p02,SA,0,0.020139,0,CALC,T1,418,892049.89500000002,502156.08600000001,,,,,
6000 SAN AMARO DR,BLK,11001568,1,SCA,SIMPLE BATTERY,07U,,03/ 1/2011,11/03/01,[$-409]23:16 a02/p02,[$-409]23:16 a02/p02,MO,02/28/2011,[$-409]23:20 a02/p02,MO,-2,0.002778,0,CALC,T12,362,892222.57,501632.451,,,,,
1245 DAUER DR,,11004417,2,SCA,SIMPLE BATTERY,07U,,06/ 7/2011,11/06/07,[$-409]16:15 a06/p06,[$-409]16:15 a06/p06,TU,06/ 7/2011,[$-409]16:15 a06/p06,TU,0,0.000069,0,CALC,T9,#N/A,#N/A,#N/A,,,,,
1245 DAUER DR,,11005094,1,SCA,SIMPLE BATTERY,07U,,07/ 4/2011,11/07/04,[$-409]00:00 a07/p07,[$-409]00:00 a07/p07,MO,07/ 4/2011,[$-409]00:30 a07/p07,MO,0,0.020833,0,CALC,T1,65,893424.071,502854.73300000001,,,,,
